Date,result,rsi_7,rsi_14,roc_7,golden_cross_sma_25_75,golden_cross_sma_5_25,bband_signal
2017-11-09,0.0,87.85540186739476,88.46959745923316,3.8955289951305927,0.0,0.0,0.0
2017-11-10,0.0,71.95447487963274,79.65297193329886,3.1886625332152363,0.0,0.0,0.0
2017-11-13,0.0,51.03557661368166,65.91971967016441,-0.17383746197305872,0.0,0.0,0.0
2017-11-15,0.0,38.109626359127894,55.59673295719965,-2.1607605877268843,0.0,0.0,0.0
2017-11-16,0.0,51.8936174295864,61.83761836867142,-0.7778738115816752,0.0,0.0,0.0
2017-11-17,0.0,53.77050327750463,62.71931637799779,-2.3344651952461826,0.0,0.0,0.0
2017-11-20,0.0,47.310133499277995,58.362920447206015,-2.8887000849617706,0.0,0.0,0.0
2017-11-21,0.0,54.89676520436454,61.79249780902547,-1.8321261184490845,0.0,0.0,0.0
2017-11-22,0.0,58.74671223407658,63.58694089273188,-0.6866952789699621,0.0,0.0,0.0
2017-11-24,0.0,58.74671223407658,63.58694089273188,0.740095777100569,0.0,0.0,0.0
2017-11-27,0.0,56.13781978208111,62.231072047135505,2.031802120141335,0.0,0.0,0.0
2017-11-28,0.0,55.419982855384106,61.87585349121398,0.5662020905923271,0.0,0.0,0.0
2017-11-29,0.0,61.704320466210035,64.29047884742054,0.8257279443720122,0.0,0.0,0.0
2017-11-30,0.0,68.71949389252833,67.32921155064861,2.1434820647419084,0.0,0.0,0.0
2017-12-01,0.0,72.27468652255334,69.03198836672499,1.736111111111116,0.0,0.0,0.0
2017-12-04,0.0,62.19510430589625,64.60031629679398,0.8210890233362189,0.0,0.0,0.0
2017-12-05,1.0,53.49169403202274,60.42293845420497,0.34572169403630504,0.0,0.0,0.0
2017-12-06,0.0,32.071625790477896,47.02585346031779,-1.4285714285714235,0.0,0.0,0.0
2017-12-07,0.0,49.01093807549092,54.715103721946164,0.0,0.0,0.0,0.0
2017-12-08,0.0,61.0507432048275,61.16505385353593,0.991379310344831,0.0,0.0,0.0
2017-12-11,0.0,64.50213156212895,63.15947034792515,0.8565310492505418,0.0,0.0,0.0
2017-12-12,0.0,61.33185223163916,61.459897937637244,0.213310580204773,0.0,0.0,0.0
2017-12-13,0.0,54.5540436289587,57.828924327823586,0.1285897985426443,0.0,0.0,0.0
2017-12-14,0.0,51.49009419187499,56.179244242565794,0.3445305770887197,0.0,0.0,0.0
2017-12-15,0.0,44.661769715830175,52.421513628758376,1.7127799736495364,0.0,0.0,0.0
2017-12-18,0.0,60.411698328833054,59.85713495388083,1.862278042442611,0.0,0.0,0.0
2017-12-19,0.0,58.262164813464764,58.75833583184227,0.21340162185232714,0.0,0.0,0.0
2017-12-20,0.0,59.11085273896399,59.16200122437719,-0.2123142250530785,0.0,0.0,0.0
2017-12-21,0.0,57.079721445521244,58.241146346203934,-0.08514261387824185,0.0,0.0,0.0
2017-12-22,0.0,57.64569207876873,58.47317440124781,0.5136986301369939,0.0,0.0,0.0
2017-12-25,1.0,61.224865324165535,59.91242894112152,1.0300429184549431,0.0,0.0,0.0
2017-12-26,1.0,56.57663353520873,58.10514293738056,1.4248704663212486,0.0,0.0,0.0
2017-12-27,1.0,59.44997871172475,59.16635642810045,0.04251700680271142,0.0,0.0,0.0
2017-12-28,1.0,46.80377832712864,54.00971793478089,-0.3833049403747846,0.0,0.0,0.0
2017-12-29,0.0,48.62518683471825,54.61821719846745,-0.3829787234042592,0.0,0.0,0.0
2018-01-04,0.0,79.26764847933644,70.2844402769208,2.897315722198557,0.0,0.0,0.0
2018-01-05,0.0,82.82148038130825,73.24186830693642,3.790459965928439,0.0,0.0,0.0
2018-01-09,0.0,84.76085244947289,74.95039286960672,4.120645709430759,0.0,0.0,0.0
2018-01-10,0.0,79.52377289090623,72.45916500558401,4.0442741592166875,0.0,0.0,0.0
2018-01-11,0.0,73.4710751396767,69.61144794670624,3.5274118147046396,0.0,0.0,0.0
2018-01-12,0.0,69.60795939571062,67.81749939166576,3.933304831124418,0.0,0.0,0.0
2018-01-15,0.0,71.69178712881056,68.85475778883797,4.100811618966249,0.0,0.0,0.0
